n,method,value,ops,time_ms
1799,memoization,4161786600048868158820668404591480115093079132057216233101044749272992519168489519504144015086183170348369538451961417321853800012766355717220671816229325199857847089078431895045904450869851473591376897257534439768744268488064796985088472950099078604944926290785326658539728118177583046151659832304898153948507241760118442927962509433343172684651462654947322638155607790661201,1798,1.726800
1800,iterative,6733912172802933472606353001846945074658287378884326089477601632746080275952604203199580265153593862390858117766432295498560989719530281829452850286454536277301941625978000791367655413469297462257623927534855511388238610890658838439857922737938956952361558179389004339772497124977152035343580348215676156404424782380266118900316342135562815217465023272599528784782167145877600,1799,0.336200
1800,memoization,6733912172802933472606353001846945074658287378884326089477601632746080275952604203199580265153593862390858117766432295498560989719530281829452850286454536277301941625978000791367655413469297462257623927534855511388238610890658838439857922737938956952361558179389004339772497124977152035343580348215676156404424782380266118900316342135562815217465023272599528784782167145877600,1799,1.582800
1801,iterative,10895698772851801631427021406438425189751366510941542322578646382019072795121093722703724280239777032739227656218393712820414789732296637546673522102683861477159788715056432686413559864339148935849000824792389951156982879378723635424946395688038035557306484470174330998312225243154735081495240180520574310352932024140384561828278851568905987902116485927546851422937774936538801,1800,0.333100
1801,memoization,10895698772851801631427021406438425189751366510941542322578646382019072795121093722703724280239777032739227656218393712820414789732296637546673522102683861477159788715056432686413559864339148935849000824792389951156982879378723635424946395688038035557306484470174330998312225243154735081495240180520574310352932024140384561828278851568905987902116485927546851422937774936538801,1800,1.536200
1802,iterative,17629610945654735104033374408285370264409653889825868412056248014765153071073697925903304545393370895130085773984826008318975779451826919376126372389138397754461730341034433477781215277808446398106624752327245462545221490269382473864804318425976992509668042649563335338084722368131887116838820528736250466757356806520650680728595193704468803119581509200146380207719942082416401,1801,0.329100
1802,memoization,17629610945654735104033374408285370264409653889825868412056248014765153071073697925903304545393370895130085773984826008318975779451826919376126372389138397754461730341034433477781215277808446398106624752327245462545221490269382473864804318425976992509668042649563335338084722368131887116838820528736250466757356806520650680728595193704468803119581509200146380207719942082416401,1801,1.433400
1803,iterative,28525309718506536735460395814723795454161020400767410734634894396784225866194791648607028825633147927869313430203219721139390569184123556922799894491822259231621519056090866164194775142147595333955625577119635413702204369648106109289750714114015028066974527119737666336396947611286622198334060709256824777110288830661035242556874045273374791021697995127693231630657717018955202,1802,0.178400
1803,memoization,28525309718506536735460395814723795454161020400767410734634894396784225866194791648607028825633147927869313430203219721139390569184123556922799894491822259231621519056090866164194775142147595333955625577119635413702204369648106109289750714114015028066974527119737666336396947611286622198334060709256824777110288830661035242556874045273374791021697995127693231630657717018955202,1802,0.969200
1804,iterative,46154920664161271839493770223009165718570674290593279146691142411549378937268489574510333371026518822999399204188045729458366348635950476298926266880960656986083249397125299641975990419956041732062250329446880876247425859917488583154555032539992020576642569769301001674481669979418509315172881237993075243867645637181685923285469238977843594141279504327839611838377659101371603,1803,0.181600
1804,memoization,46154920664161271839493770223009165718570674290593279146691142411549378937268489574510333371026518822999399204188045729458366348635950476298926266880960656986083249397125299641975990419956041732062250329446880876247425859917488583154555032539992020576642569769301001674481669979418509315172881237993075243867645637181685923285469238977843594141279504327839611838377659101371603,1803,1.491100
1805,iterative,74680230382667808574954166037732961172731694691360689881326036808333604803463281223117362196659666750868712634391265450597756917820074033221726161372782916217704768453216165806170765562103637066017875906566516289949630229565594692444305746654007048643617096889038668010878617590705131513506941947249900020977934467842721165842343284251218385162977499455532843469035376120326805,1804,0.332100
1805,memoization,74680230382667808574954166037732961172731694691360689881326036808333604803463281223117362196659666750868712634391265450597756917820074033221726161372782916217704768453216165806170765562103637066017875906566516289949630229565594692444305746654007048643617096889038668010878617590705131513506941947249900020977934467842721165842343284251218385162977499455532843469035376120326805,1804,5.467700
1806,iterative,120835151046829080414447936260742126891302368981953969028017179219882983740731770797627695567686185573868111838579311180056123266456024509520652428253743573203788017850341465448146755982059678798080126236013397166197056089483083275598860779193999069220259666658339669685360287570123640828679823185242975264845580105024407089127812523229061979304257003783372455307413035221698408,1805,0.683200
1806,memoization,120835151046829080414447936260742126891302368981953969028017179219882983740731770797627695567686185573868111838579311180056123266456024509520652428253743573203788017850341465448146755982059678798080126236013397166197056089483083275598860779193999069220259666658339669685360287570123640828679823185242975264845580105024407089127812523229061979304257003783372455307413035221698408,1805,3.249500
1807,iterative,195515381429496888989402102298475088064034063673314658909343216028216588544195052020745057764345852324736824472970576630653880184276098542742378589626526489421492786303557631254317521544163315864098002142579913456146686319048677968043166525848006117863876763547378337696238905160828772342186765132492875285823514572867128254970155807480280364467234503238905298776448411342025213,1806,0.457500
1807,memoization,195515381429496888989402102298475088064034063673314658909343216028216588544195052020745057764345852324736824472970576630653880184276098542742378589626526489421492786303557631254317521544163315864098002142579913456146686319048677968043166525848006117863876763547378337696238905160828772342186765132492875285823514572867128254970155807480280364467234503238905298776448411342025213,1806,2.769900
1808,iterative,316350532476325969403850038559217214955336432655268627937360395248099572284926822818372753332032037898604936311549887810710003450732123052263031017880270062625280804153899096702464277526222994662178128378593310622343742408531761243642027305042005187084136430205718007381599192730952413170866588317735850550669094677891535344097968330709342343771491507022277754083861446563723621,1807,0.713200
1808,memoization,316350532476325969403850038559217214955336432655268627937360395248099572284926822818372753332032037898604936311549887810710003450732123052263031017880270062625280804153899096702464277526222994662178128378593310622343742408531761243642027305042005187084136430205718007381599192730952413170866588317735850550669094677891535344097968330709342343771491507022277754083861446563723621,1807,2.815400
1809,iterative,511865913905822858393252140857692303019370496328583286846703611276316160829121874839117811096377890223341760784520464441363883635008221595005409607506796552046773590457456727956781799070386310526276130521173224078490428727580439211685193830890011304948013193753096345077838097891781185513053353450228725836492609250758663599068124138189622708238726010261183052860309857905748834,1808,0.636100
1809,memoization,511865913905822858393252140857692303019370496328583286846703611276316160829121874839117811096377890223341760784520464441363883635008221595005409607506796552046773590457456727956781799070386310526276130521173224078490428727580439211685193830890011304948013193753096345077838097891781185513053353450228725836492609250758663599068124138189622708238726010261183052860309857905748834,1808,3.793400
1810,iterative,828216446382148827797102179416909517974706928983851914784064006524415733114048697657490564428409928121946697096070352252073887085740344647268440625387066614672054394611355824659246076596609305188454258899766534700834171136112200455327221135932016492032149623958814352459437290622733598683919941767964576387161703928650198943166092468898965052010217517283460806944171304469472455,1809,0.687500
1810,memoization,828216446382148827797102179416909517974706928983851914784064006524415733114048697657490564428409928121946697096070352252073887085740344647268440625387066614672054394611355824659246076596609305188454258899766534700834171136112200455327221135932016492032149623958814352459437290622733598683919941767964576387161703928650198943166092468898965052010217517283460806944171304469472455,1809,2.872900
1811,iterative,1340082360287971686190354320274601820994077425312435201630767617800731893943170572496608375524787818345288457880590816693437770720748566242273850232893863166718827985068812552616027875666995615714730389420939758779324599863692639667012414966822027796980162817711910697537275388514514784196973295218193302223654313179408862542234216607088587760248943527544643859804481162375221289,1810,0.662000
1811,memoization,1340082360287971686190354320274601820994077425312435201630767617800731893943170572496608375524787818345288457880590816693437770720748566242273850232893863166718827985068812552616027875666995615714730389420939758779324599863692639667012414966822027796980162817711910697537275388514514784196973295218193302223654313179408862542234216607088587760248943527544643859804481162375221289,1810,3.082000
1812,iterative,2168298806670120513987456499691511338968784354296287116414831624325147627057219270154098939953197746467235154976661168945511657806488910889542290858280929781390882379680168377275273952263604920903184648320706293480158770999804840122339636102754044289012312441670725049996712679137248382880893236986157878610816017108059061485400309075987552812259161044828104666748652466844693744,1811,0.531100
1812,memoization,2168298806670120513987456499691511338968784354296287116414831624325147627057219270154098939953197746467235154976661168945511657806488910889542290858280929781390882379680168377275273952263604920903184648320706293480158770999804840122339636102754044289012312441670725049996712679137248382880893236986157878610816017108059061485400309075987552812259161044828104666748652466844693744,1811,2.392000
1813,iterative,3508381166958092200177810819966113159962861779608722318045599242125879521000389842650707315477985564812523612857251985638949428527237477131816141091174792948109710364748980929891301827930600536617915037741646052259483370863497479789352051069576072085992475259382635747533988067651763167077866532204351180834470330287467924027634525683076140572508104572372748526553133629219915033,1812,0.490600
1813,memoization,3508381166958092200177810819966113159962861779608722318045599242125879521000389842650707315477985564812523612857251985638949428527237477131816141091174792948109710364748980929891301827930600536617915037741646052259483370863497479789352051069576072085992475259382635747533988067651763167077866532204351180834470330287467924027634525683076140572508104572372748526553133629219915033,1812,2.462900
1814,iterative,5676679973628212714165267319657624498931646133905009434460430866451027148057609112804806255431183311279758767833913154584461086333726388021358431949455722729500592744429149307166575780194205457521099686062352345739642141863302319911691687172330116375004787701053360797530700746789011549958759769190509059445286347395526985513034834759063693384767265617200853193301786096064608777,1813,0.494500
1814,memoization,5676679973628212714165267319657624498931646133905009434460430866451027148057609112804806255431183311279758767833913154584461086333726388021358431949455722729500592744429149307166575780194205457521099686062352345739642141863302319911691687172330116375004787701053360797530700746789011549958759769190509059445286347395526985513034834759063693384767265617200853193301786096064608777,1813,2.453400
1815,iterative,9185061140586304914343078139623737658894507913513731752506030108576906669057998955455513570909168876092282380691165140223410514860963865153174573040630515677610303109178130237057877608124805994139014723803998397999125512726799799701043738241906188460997262960435996545064688814440774717036626301394860240279756677682994909540669360442139833957275370189573601719854919725284523810,1814,0.495600
1815,memoization,9185061140586304914343078139623737658894507913513731752506030108576906669057998955455513570909168876092282380691165140223410514860963865153174573040630515677610303109178130237057877608124805994139014723803998397999125512726799799701043738241906188460997262960435996545064688814440774717036626301394860240279756677682994909540669360442139833957275370189573601719854919725284523810,1814,2.211900
1816,iterative,14861741114214517628508345459281362157826154047418741186966460975027933817115608068260319826340352187372041148525078294807871601194690253174533004990086238407110895853607279544224453388319011451660114409866350743738767654590102119612735425414236304836002050661489357342595389561229786266995386070585369299725043025078521895053704195201203527342042635806774454913156705821349132587,1815,0.506000
1816,memoization,14861741114214517628508345459281362157826154047418741186966460975027933817115608068260319826340352187372041148525078294807871601194690253174533004990086238407110895853607279544224453388319011451660114409866350743738767654590102119612735425414236304836002050661489357342595389561229786266995386070585369299725043025078521895053704195201203527342042635806774454913156705821349132587,1815,2.540500
1817,iterative,24046802254800822542851423598905099816720661960932472939472491083604840486173607023715833397249521063464323529216243435031282116055654118327707578030716754084721198962785409781282330996443817445799129133670349141737893167316901919313779163656142493296999313621925353887660078375670560984032012371980229540004799702761516804594373555643343361299318005996348056633011625546633656397,1816,0.445500
1817,memoization,24046802254800822542851423598905099816720661960932472939472491083604840486173607023715833397249521063464323529216243435031282116055654118327707578030716754084721198962785409781282330996443817445799129133670349141737893167316901919313779163656142493296999313621925353887660078375670560984032012371980229540004799702761516804594373555643343361299318005996348056633011625546633656397,1816,1.619800
1818,iterative,38908543369015340171359769058186461974546816008351214126438952058632774303289215091976153223589873250836364677741321729839153717250344371502240583020802992491832094816392689325506784384762828897459243543536699885476660821907004038926514589070378798133001364283414711230255467936900347251027398442565598839729842727840038699648077750844546888641360641803122511546168331367982788984,1817,0.181200
1818,memoization,38908543369015340171359769058186461974546816008351214126438952058632774303289215091976153223589873250836364677741321729839153717250344371502240583020802992491832094816392689325506784384762828897459243543536699885476660821907004038926514589070378798133001364283414711230255467936900347251027398442565598839729842727840038699648077750844546888641360641803122511546168331367982788984,1817,0.975700
1819,iterative,62955345623816162714211192657091561791267477969283687065911443142237614789462822115691986620839394314300688206957565164870435833305998489829948161051519746576553293779178099106789115381206646343258372677207049027214553989223905958240293752726521291430000677905340065117915546312570908235059410814545828379734642430601555504242451306487890249940678647799470568179179956914616445381,1818,0.181400
1819,memoization,62955345623816162714211192657091561791267477969283687065911443142237614789462822115691986620839394314300688206957565164870435833305998489829948161051519746576553293779178099106789115381206646343258372677207049027214553989223905958240293752726521291430000677905340065117915546312570908235059410814545828379734642430601555504242451306487890249940678647799470568179179956914616445381,1818,0.918900
1820,iterative,101863888992831502885570961715278023765814293977634901192350395200870389092752037207668139844429267565137052884698886894709589550556342861332188744072322739068385388595570788432295899765969475240717616220743748912691214811130909997166808341796900089563002042188754776348171014249471255486086809257111427219464485158441594203890529057332437138582039289602593079725348288282599234365,1819,0.180600
1820,memoization,101863888992831502885570961715278023765814293977634901192350395200870389092752037207668139844429267565137052884698886894709589550556342861332188744072322739068385388595570788432295899765969475240717616220743748912691214811130909997166808341796900089563002042188754776348171014249471255486086809257111427219464485158441594203890529057332437138582039289602593079725348288282599234365,1819,0.905000
1821,iterative,164819234616647665599782154372369585557081771946918588258261838343108003882214859323360126465268661879437741091656452059580025383862341351162136905123842485644938682374748887539085015147176121583975988897950797939905768800354815955407102094523421380993002720094094841466086560562042163721146220071657255599199127589043149708132980363820327388522717937402063647904528245197215679746,1820,0.178900
1821,memoization,164819234616647665599782154372369585557081771946918588258261838343108003882214859323360126465268661879437741091656452059580025383862341351162136905123842485644938682374748887539085015147176121583975988897950797939905768800354815955407102094523421380993002720094094841466086560562042163721146220071657255599199127589043149708132980363820327388522717937402063647904528245197215679746,1820,0.904600
1822,iterative,266683123609479168485353116087647609322896065924553489450612233543978392974966896531028266309697929444574793976355338954289614934418684212494325649196165224713324070970319675971380914913145596824693605118694546852596983611485725952573910436320321470556004762282849617814257574811513419207233029328768682818663612747484743912023509421152764527104757227004656727629876533479814914111,1821,0.178500
1822,memoization,266683123609479168485353116087647609322896065924553489450612233543978392974966896531028266309697929444574793976355338954289614934418684212494325649196165224713324070970319675971380914913145596824693605118694546852596983611485725952573910436320321470556004762282849617814257574811513419207233029328768682818663612747484743912023509421152764527104757227004656727629876533479814914111,1821,1.476400
1823,iterative,431502358226126834085135270460017194879977837871472077708874071887086396857181755854388392774966591324012535068011791013869640318281025563656462554320007710358262753345068563510465930060321718408669594016645344792502752411840541907981012530843742851549007482376944459280344135373555582928379249400425938417862740336527893620156489784973091915627475164406720375534404778677030593857,1822,0.432400
1823,memoization,431502358226126834085135270460017194879977837871472077708874071887086396857181755854388392774966591324012535068011791013869640318281025563656462554320007710358262753345068563510465930060321718408669594016645344792502752411840541907981012530843742851549007482376944459280344135373555582928379249400425938417862740336527893620156489784973091915627475164406720375534404778677030593857,1822,3.006700
1824,iterative,698185481835606002570488386547664804202873903796025567159486305431064789832148652385416659084664520768587329044367129968159255252699709776150788203516172935071586824315388239481846844973467315233363199135339891645099736023326267860554922967164064322105012244659794077094601710185069002135612278729194621236526353084012637532179999206125856442732232391411377103164281312156845507968,1823,0.402500
1824,memoization,698185481835606002570488386547664804202873903796025567159486305431064789832148652385416659084664520768587329044367129968159255252699709776150788203516172935071586824315388239481846844973467315233363199135339891645099736023326267860554922967164064322105012244659794077094601710185069002135612278729194621236526353084012637532179999206125856442732232391411377103164281312156845507968,1823,2.199400
1825,iterative,1129687840061732836655623657007681999082851741667497644868360377318151186689330408239805051859631112092599864112378920982028895570980735339807250757836180645429849577660456802992312775033789033642032793151985236437602488435166809768535935498007807173654019727036738536374945845558624585063991528129620559654389093420540531152336488991098948358359707555818097478698686090833876101825,1824,0.318400
1825,memoization,1129687840061732836655623657007681999082851741667497644868360377318151186689330408239805051859631112092599864112378920982028895570980735339807250757836180645429849577660456802992312775033789033642032793151985236437602488435166809768535935498007807173654019727036738536374945845558624585063991528129620559654389093420540531152336488991098948358359707555818097478698686090833876101825,1824,1.701000
1826,iterative,1827873321897338839226112043555346803285725645463523212027846682749215976521479060625221710944295632861187193156746050950188150823680445115958038961352353580501436401975845042474159620007256348875395992287325128082702224458493077629090858465171871495759031971696532613469547555743693587199603806858815180890915446504553168684516488197224804801091939947229474581862967402990721609793,1825,0.340800
1826,memoization,1827873321897338839226112043555346803285725645463523212027846682749215976521479060625221710944295632861187193156746050950188150823680445115958038961352353580501436401975845042474159620007256348875395992287325128082702224458493077629090858465171871495759031971696532613469547555743693587199603806858815180890915446504553168684516488197224804801091939947229474581862967402990721609793,1825,1.702500
1827,iterative,2957561161959071675881735700563028802368577387131020856896207060067367163210809468865026762803926744953787057269124971932217046394661180455765289719188534225931285979636301845466472395041045382517428785439310364520304712893659887397626793963179678669413051698733271149844493401302318172263595334988435740545304539925093699836852977188323753159451647503047572060561653493824597711618,1826,0.339000
1827,memoization,2957561161959071675881735700563028802368577387131020856896207060067367163210809468865026762803926744953787057269124971932217046394661180455765289719188534225931285979636301845466472395041045382517428785439310364520304712893659887397626793963179678669413051698733271149844493401302318172263595334988435740545304539925093699836852977188323753159451647503047572060561653493824597711618,1826,1.557100
1828,iterative,4785434483856410515107847744118375605654303032594544068924053742816583139732288529490248473748222377814974250425871022882405197218341625571723328680540887806432722381612146887940632015048301731392824777726635492603006937352152965026717652428351550165172083670429803763314040957046011759463199141847250921436219986429646868521369465385548557960543587450277046642424620896815319321411,1827,0.336000
1828,memoization,4785434483856410515107847744118375605654303032594544068924053742816583139732288529490248473748222377814974250425871022882405197218341625571723328680540887806432722381612146887940632015048301731392824777726635492603006937352152965026717652428351550165172083670429803763314040957046011759463199141847250921436219986429646868521369465385548557960543587450277046642424620896815319321411,1827,1.642700
1829,iterative,7742995645815482190989583444681404408022880419725564925820260802883950302943097998355275236552149122768761307694995994814622243613002806027488618399729422032364008361248448733407104410089347113910253563165945857123311650245812852424344446391531228834585135369163074913158534358348329931726794476835686661981524526354740568358222442573872311119995234953324618702986274390639917033029,1828,0.336400
1829,memoization,7742995645815482190989583444681404408022880419725564925820260802883950302943097998355275236552149122768761307694995994814622243613002806027488618399729422032364008361248448733407104410089347113910253563165945857123311650245812852424344446391531228834585135369163074913158534358348329931726794476835686661981524526354740568358222442573872311119995234953324618702986274390639917033029,1828,1.704100
