n,method,value,ops,time_ms
1463,memoization,250860731054874629160258592200959844781786910592203060290171669044679909135960364280206186248962711478865500287012811027452977434386296969375768604416111544767689841855958770517830094642718977096782248928405673634945367985695669826802925437459716999108169985122964667267713695562773567096070188838533728817,1462,1.335200
1464,iterative,405901189289433412895081193576539765879034887476975965855029781621282773196999739416047168531872906730209575595060804670734306851439111088391656769667679400061359700526537706043920125009731488982003026340025785195839532815578065065869764933117830360098773354880234243566945877987367291829315548674010687648,1463,0.262000
1464,memoization,405901189289433412895081193576539765879034887476975965855029781621282773196999739416047168531872906730209575595060804670734306851439111088391656769667679400061359700526537706043920125009731488982003026340025785195839532815578065065869764933117830360098773354880234243566945877987367291829315548674010687648,1463,1.243900
1465,iterative,656761920344308042055339785777499610660821798069179026145201450665962682332960103696253354780835618209075075882073615698187284285825408057767425374083790944829049542382496476561750219652450466078785275268431458830784900801273734892672690370577547359206943340003198910834659573550140858925385737512544416465,1464,0.264000
1465,memoization,656761920344308042055339785777499610660821798069179026145201450665962682332960103696253354780835618209075075882073615698187284285825408057767425374083790944829049542382496476561750219652450466078785275268431458830784900801273734892672690370577547359206943340003198910834659573550140858925385737512544416465,1464,1.327100
1466,iterative,1062663109633741454950420979354039376539856685546154992000231232287245455529959843112300523312708524939284651477134420368921591137264519146159082143751470344890409242909034182605670344662181955060788301608457244026624433616851799958542455303695377719305716694883433154401605451537508150754701286186555104113,1465,0.269400
1466,memoization,1062663109633741454950420979354039376539856685546154992000231232287245455529959843112300523312708524939284651477134420368921591137264519146159082143751470344890409242909034182605670344662181955060788301608457244026624433616851799958542455303695377719305716694883433154401605451537508150754701286186555104113,1465,1.725800
1467,iterative,1719425029978049497005760765131538987200678483615334018145432682953208137862919946808553878093544143148359727359208036067108875423089927203926507517835261289719458785291530659167420564314632421139573576876888702857409334418125534851215145674272925078512660034886632065236265025087649009680087023699099520578,1466,0.144400
1467,memoization,1719425029978049497005760765131538987200678483615334018145432682953208137862919946808553878093544143148359727359208036067108875423089927203926507517835261289719458785291530659167420564314632421139573576876888702857409334418125534851215145674272925078512660034886632065236265025087649009680087023699099520578,1466,0.854300
1468,iterative,2782088139611790951956181744485578363740535169161489010145663915240453593392879789920854401406252668087644378836342456436030466560354446350085589661586731634609868028200564841773090908976814376200361878485345946884033768034977334809757600977968302797818376729770065219637870476625157160434788309885654624691,1467,0.140100
1468,memoization,2782088139611790951956181744485578363740535169161489010145663915240453593392879789920854401406252668087644378836342456436030466560354446350085589661586731634609868028200564841773090908976814376200361878485345946884033768034977334809757600977968302797818376729770065219637870476625157160434788309885654624691,1467,0.758500
1469,iterative,4501513169589840448961942509617117350941213652776823028291096598193661731255799736729408279499796811236004106195550492503139341983444373554012097179421992924329326813492095500940511473291446797339935455362234649741443102453102869660972746652241227876331036764656697284874135501712806170114875333584754145269,1468,0.140100
1469,memoization,4501513169589840448961942509617117350941213652776823028291096598193661731255799736729408279499796811236004106195550492503139341983444373554012097179421992924329326813492095500940511473291446797339935455362234649741443102453102869660972746652241227876331036764656697284874135501712806170114875333584754145269,1468,0.737700
1470,iterative,7283601309201631400918124254102695714681748821938312038436760513434115324648679526650262680906049479323648485031892948939169808543798819904097686841008724558939194841692660342713602382268261173540297333847580596625476870488080204470730347630209530674149413494426762504512005978337963330549663643470408769960,1469,0.138200
1470,memoization,7283601309201631400918124254102695714681748821938312038436760513434115324648679526650262680906049479323648485031892948939169808543798819904097686841008724558939194841692660342713602382268261173540297333847580596625476870488080204470730347630209530674149413494426762504512005978337963330549663643470408769960,1469,0.740200
1471,iterative,11785114478791471849880066763719813065622962474715135066727857111627777055904479263379670960405846290559652591227443441442309150527243193458109784020430717483268521655184755843654113855559707970880232789209815246366919972941183074131703094282450758550480450259083459789386141480050769500664538977055162915229,1470,0.142200
